meter_id,class,parent,phases,nominal_voltage
57,triplex_load,node120A,AS,120.0
58,triplex_load,node120B,BS,120.0
59,triplex_load,node120C,CS,120.0
60,triplex_load,node120A,AS,120.0
61,triplex_load,node120B,BS,120.0
62,triplex_load,node120C,CS,120.0
63,triplex_load,node120A,AS,120.0
64,triplex_load,node120B,BS,120.0
65,triplex_load,node120C,CS,120.0
66,triplex_load,node120A,AS,120.0
67,triplex_load,node120B,BS,120.0
68,triplex_load,node120C,CS,120.0
69,triplex_load,node120A,AS,120.0
70,triplex_load,node120B,BS,120.0
71,triplex_load,node120C,CS,120.0
72,triplex_load,node120A,AS,120.0
73,triplex_load,node120B,BS,120.0
74,triplex_load,node120C,CS,120.0
75,triplex_load,node120A,AS,120.0
76,triplex_load,node120B,BS,120.0
77,triplex_load,node120C,CS,120.0
78,triplex_load,node120A,AS,120.0
79,triplex_load,node120B,BS,120.0
80,triplex_load,node120C,CS,120.0
81,triplex_load,node120A,AS,120.0
82,load,node480,ABC,480.0
83,triplex_load,node120C,CS,120.0
84,triplex_load,node120A,AS,120.0
85,load,node480,ABC,480.0
86,triplex_load,node120C,CS,120.0
87,triplex_load,node120A,AS,120.0
88,triplex_load,node120B,BS,120.0
89,triplex_load,node120C,CS,120.0
90,triplex_load,node120A,AS,120.0
91,triplex_load,node120B,BS,120.0
92,triplex_load,node120C,CS,120.0
93,triplex_load,node120A,AS,120.0
94,triplex_load,node120B,BS,120.0
95,triplex_load,node120C,CS,120.0
96,triplex_load,node120A,AS,120.0
97,triplex_load,node120B,BS,120.0
98,triplex_load,node120C,CS,120.0
99,triplex_load,node120A,AS,120.0
100,triplex_load,node120B,BS,120.0
101,triplex_load,node120C,CS,120.0
102,triplex_load,node120A,AS,120.0
103,triplex_load,node120B,BS,120.0
104,triplex_load,node120C,CS,120.0
105,triplex_load,node120A,AS,120.0
106,triplex_load,node120B,BS,120.0
107,triplex_load,node120C,CS,120.0
108,triplex_load,node120A,AS,120.0
109,triplex_load,node120B,BS,120.0
110,triplex_load,node120C,CS,120.0
111,triplex_load,node120A,AS,120.0
112,triplex_load,node120B,BS,120.0
113,triplex_load,node120C,CS,120.0
114,triplex_load,node120A,AS,120.0
115,triplex_load,node120B,BS,120.0
116,triplex_load,node120C,CS,120.0
117,triplex_load,node120A,AS,120.0
118,triplex_load,node120B,BS,120.0
119,triplex_load,node120C,CS,120.0
120,triplex_load,node120A,AS,120.0
121,triplex_load,node120B,BS,120.0
122,triplex_load,node120C,CS,120.0
123,load,node480,ABC,480.0
124,triplex_load,node120B,BS,120.0
125,triplex_load,node120C,CS,120.0
126,triplex_load,node120A,AS,120.0
127,triplex_load,node120B,BS,120.0
128,triplex_load,node120C,CS,120.0
129,triplex_load,node120A,AS,120.0
130,triplex_load,node120B,BS,120.0
131,triplex_load,node120C,CS,120.0
132,triplex_load,node120A,AS,120.0
133,triplex_load,node120B,BS,120.0
134,triplex_load,node120C,CS,120.0
135,triplex_load,node120A,AS,120.0
136,triplex_load,node120B,BS,120.0
137,triplex_load,node120C,CS,120.0
138,triplex_load,node120A,AS,120.0
139,triplex_load,node120B,BS,120.0
140,triplex_load,node120C,CS,120.0
141,triplex_load,node120A,AS,120.0
142,triplex_load,node120B,BS,120.0
143,triplex_load,node120C,CS,120.0
144,triplex_load,node120A,AS,120.0
145,triplex_load,node120B,BS,120.0
146,triplex_load,node120C,CS,120.0
147,triplex_load,node120A,AS,120.0
148,triplex_load,node120B,BS,120.0
149,triplex_load,node120C,CS,120.0
150,triplex_load,node120A,AS,120.0
151,triplex_load,node120B,BS,120.0
152,triplex_load,node120C,CS,120.0
153,triplex_load,node120A,AS,120.0
154,triplex_load,node120B,BS,120.0
155,triplex_load,node120C,CS,120.0
156,triplex_load,node120A,AS,120.0
157,triplex_load,node120B,BS,120.0
158,triplex_load,node120C,CS,120.0
159,triplex_load,node120A,AS,120.0
160,load,node480,ABC,480.0
161,triplex_load,node120C,CS,120.0
162,triplex_load,node120A,AS,120.0
163,triplex_load,node120B,BS,120.0
164,triplex_load,node120C,CS,120.0
165,triplex_load,node120A,AS,120.0
166,triplex_load,node120B,BS,120.0
167,triplex_load,node120C,CS,120.0
168,triplex_load,node120A,AS,120.0
169,triplex_load,node120B,BS,120.0
170,triplex_load,node120C,CS,120.0
171,load,node480,ABC,480.0
172,triplex_load,node120B,BS,120.0
173,triplex_load,node120C,CS,120.0
174,triplex_load,node120A,AS,120.0
175,load,node480,ABC,480.0
176,triplex_load,node120C,CS,120.0
177,triplex_load,node120A,AS,120.0
178,triplex_load,node120B,BS,120.0
179,triplex_load,node120C,CS,120.0
180,triplex_load,node120A,AS,120.0
181,triplex_load,node120B,BS,120.0
182,triplex_load,node120C,CS,120.0
184,triplex_load,node120B,BS,120.0
185,triplex_load,node120C,CS,120.0
186,triplex_load,node120A,AS,120.0
187,triplex_load,node120B,BS,120.0
188,triplex_load,node120C,CS,120.0
189,triplex_load,node120A,AS,120.0
190,triplex_load,node120B,BS,120.0
191,triplex_load,node120C,CS,120.0
192,triplex_load,node120A,AS,120.0
193,triplex_load,node120B,BS,120.0
194,triplex_load,node120C,CS,120.0
195,triplex_load,node120A,AS,120.0
196,triplex_load,node120B,BS,120.0
197,triplex_load,node120C,CS,120.0
198,load,node480,ABC,480.0
199,load,node480,ABC,480.0
200,triplex_load,node120C,CS,120.0
201,triplex_load,node120A,AS,120.0
202,triplex_load,node120B,BS,120.0
203,triplex_load,node120C,CS,120.0
204,triplex_load,node120A,AS,120.0
205,triplex_load,node120B,BS,120.0
206,triplex_load,node120C,CS,120.0
207,triplex_load,node120A,AS,120.0
208,triplex_load,node120B,BS,120.0
209,triplex_load,node120C,CS,120.0
210,triplex_load,node120A,AS,120.0
211,triplex_load,node120B,BS,120.0
212,triplex_load,node120C,CS,120.0
213,triplex_load,node120A,AS,120.0
214,triplex_load,node120B,BS,120.0
215,triplex_load,node120C,CS,120.0
216,triplex_load,node120A,AS,120.0
217,triplex_load,node120B,BS,120.0
218,triplex_load,node120C,CS,120.0
219,triplex_load,node120A,AS,120.0
220,triplex_load,node120B,BS,120.0
221,triplex_load,node120C,CS,120.0
222,triplex_load,node120A,AS,120.0
223,triplex_load,node120B,BS,120.0
224,triplex_load,node120C,CS,120.0
225,triplex_load,node120A,AS,120.0
226,triplex_load,node120B,BS,120.0
227,triplex_load,node120C,CS,120.0
228,triplex_load,node120A,AS,120.0
229,triplex_load,node120B,BS,120.0
230,triplex_load,node120C,CS,120.0
231,triplex_load,node120A,AS,120.0
232,triplex_load,node120B,BS,120.0
233,triplex_load,node120C,CS,120.0
234,triplex_load,node120A,AS,120.0
235,triplex_load,node120B,BS,120.0
236,triplex_load,node120C,CS,120.0
237,triplex_load,node120A,AS,120.0
238,triplex_load,node120B,BS,120.0
239,triplex_load,node120C,CS,120.0
240,triplex_load,node120A,AS,120.0
241,triplex_load,node120B,BS,120.0
242,triplex_load,node120C,CS,120.0
243,triplex_load,node120A,AS,120.0
244,triplex_load,node120B,BS,120.0
245,triplex_load,node120C,CS,120.0
246,triplex_load,node120A,AS,120.0
247,triplex_load,node120B,BS,120.0
248,triplex_load,node120C,CS,120.0
249,triplex_load,node120A,AS,120.0
250,triplex_load,node120B,BS,120.0
251,triplex_load,node120C,CS,120.0
252,triplex_load,node120A,AS,120.0
253,triplex_load,node120B,BS,120.0
254,triplex_load,node120C,CS,120.0
255,triplex_load,node120A,AS,120.0
256,triplex_load,node120B,BS,120.0
257,triplex_load,node120C,CS,120.0
258,triplex_load,node120A,AS,120.0
259,triplex_load,node120B,BS,120.0
260,triplex_load,node120C,CS,120.0
261,triplex_load,node120A,AS,120.0
262,triplex_load,node120B,BS,120.0
263,triplex_load,node120C,CS,120.0
264,triplex_load,node120A,AS,120.0
265,triplex_load,node120B,BS,120.0
266,triplex_load,node120C,CS,120.0
267,triplex_load,node120A,AS,120.0
268,triplex_load,node120B,BS,120.0
269,triplex_load,node120C,CS,120.0
270,triplex_load,node120A,AS,120.0
271,triplex_load,node120B,BS,120.0
272,load,node480,ABC,480.0
273,triplex_load,node120A,AS,120.0
275,triplex_load,node120C,CS,120.0
276,triplex_load,node120A,AS,120.0
277,load,node480,ABC,480.0
278,triplex_load,node120C,CS,120.0
279,triplex_load,node120A,AS,120.0
280,triplex_load,node120B,BS,120.0
281,triplex_load,node120C,CS,120.0
282,triplex_load,node120A,AS,120.0
283,triplex_load,node120B,BS,120.0
284,triplex_load,node120C,CS,120.0
285,triplex_load,node120A,AS,120.0
286,triplex_load,node120B,BS,120.0
287,triplex_load,node120C,CS,120.0
288,triplex_load,node120A,AS,120.0
289,load,node480,ABC,480.0
290,triplex_load,node120C,CS,120.0
291,triplex_load,node120A,AS,120.0
292,triplex_load,node120B,BS,120.0
293,triplex_load,node120C,CS,120.0
294,triplex_load,node120A,AS,120.0
295,triplex_load,node120B,BS,120.0
296,triplex_load,node120C,CS,120.0
297,triplex_load,node120A,AS,120.0
298,triplex_load,node120B,BS,120.0
299,triplex_load,node120C,CS,120.0
300,triplex_load,node120A,AS,120.0
301,triplex_load,node120B,BS,120.0
302,triplex_load,node120C,CS,120.0
303,triplex_load,node120A,AS,120.0
304,triplex_load,node120B,BS,120.0
305,triplex_load,node120C,CS,120.0
306,triplex_load,node120A,AS,120.0
307,triplex_load,node120B,BS,120.0
308,triplex_load,node120C,CS,120.0
309,triplex_load,node120A,AS,120.0
310,triplex_load,node120B,BS,120.0
311,triplex_load,node120C,CS,120.0
312,load,node480,ABC,480.0
313,triplex_load,node120B,BS,120.0
314,triplex_load,node120C,CS,120.0
315,triplex_load,node120A,AS,120.0
316,triplex_load,node120B,BS,120.0
317,triplex_load,node120C,CS,120.0
318,triplex_load,node120A,AS,120.0
319,triplex_load,node120B,BS,120.0
320,triplex_load,node120C,CS,120.0
321,triplex_load,node120A,AS,120.0
322,triplex_load,node120B,BS,120.0
323,triplex_load,node120C,CS,120.0
324,triplex_load,node120A,AS,120.0
325,triplex_load,node120B,BS,120.0
326,load,node480,ABC,480.0
327,triplex_load,node120A,AS,120.0
328,triplex_load,node120B,BS,120.0
329,load,node480,ABC,480.0
330,triplex_load,node120A,AS,120.0
331,triplex_load,node120B,BS,120.0
332,triplex_load,node120C,CS,120.0
333,triplex_load,node120A,AS,120.0
334,triplex_load,node120B,BS,120.0
335,triplex_load,node120C,CS,120.0
336,triplex_load,node120A,AS,120.0
337,triplex_load,node120B,BS,120.0
338,triplex_load,node120C,CS,120.0
339,triplex_load,node120A,AS,120.0
340,triplex_load,node120B,BS,120.0
341,triplex_load,node120C,CS,120.0
342,triplex_load,node120A,AS,120.0
343,triplex_load,node120B,BS,120.0
344,triplex_load,node120C,CS,120.0
345,triplex_load,node120A,AS,120.0
346,triplex_load,node120B,BS,120.0
348,triplex_load,node120A,AS,120.0
349,triplex_load,node120B,BS,120.0
350,triplex_load,node120C,CS,120.0
351,triplex_load,node120A,AS,120.0
352,triplex_load,node120B,BS,120.0
353,triplex_load,node120C,CS,120.0
354,triplex_load,node120A,AS,120.0
355,triplex_load,node120B,BS,120.0
356,triplex_load,node120C,CS,120.0
357,triplex_load,node120A,AS,120.0
358,triplex_load,node120B,BS,120.0
359,triplex_load,node120C,CS,120.0
360,triplex_load,node120A,AS,120.0
361,triplex_load,node120B,BS,120.0
362,triplex_load,node120C,CS,120.0
363,triplex_load,node120A,AS,120.0
364,triplex_load,node120B,BS,120.0
365,triplex_load,node120C,CS,120.0
366,triplex_load,node120A,AS,120.0
367,triplex_load,node120B,BS,120.0
368,triplex_load,node120C,CS,120.0
369,triplex_load,node120A,AS,120.0
370,load,node480,ABC,480.0
371,triplex_load,node120C,CS,120.0
372,triplex_load,node120A,AS,120.0
373,triplex_load,node120B,BS,120.0
374,triplex_load,node120C,CS,120.0
375,triplex_load,node120A,AS,120.0
376,triplex_load,node120B,BS,120.0
378,load,node480,ABC,480.0
379,load,node480,ABC,480.0
380,triplex_load,node120C,CS,120.0
381,load,node480,ABC,480.0
382,triplex_load,node120B,BS,120.0
383,triplex_load,node120C,CS,120.0
384,triplex_load,node120A,AS,120.0
385,load,node480,ABC,480.0
386,triplex_load,node120C,CS,120.0
387,triplex_load,node120A,AS,120.0
388,load,node480,ABC,480.0
389,triplex_load,node120C,CS,120.0
390,triplex_load,node120A,AS,120.0
391,triplex_load,node120B,BS,120.0
392,triplex_load,node120C,CS,120.0
393,triplex_load,node120A,AS,120.0
394,triplex_load,node120B,BS,120.0
395,triplex_load,node120C,CS,120.0
396,triplex_load,node120A,AS,120.0
397,triplex_load,node120B,BS,120.0
398,triplex_load,node120C,CS,120.0
399,triplex_load,node120A,AS,120.0
400,triplex_load,node120B,BS,120.0
401,triplex_load,node120C,CS,120.0
402,triplex_load,node120A,AS,120.0
403,triplex_load,node120B,BS,120.0
404,triplex_load,node120C,CS,120.0
405,triplex_load,node120A,AS,120.0
406,triplex_load,node120B,BS,120.0
407,triplex_load,node120C,CS,120.0
408,triplex_load,node120A,AS,120.0
409,triplex_load,node120B,BS,120.0
410,triplex_load,node120C,CS,120.0
411,triplex_load,node120A,AS,120.0
412,triplex_load,node120B,BS,120.0
413,triplex_load,node120C,CS,120.0
414,triplex_load,node120A,AS,120.0
415,triplex_load,node120B,BS,120.0
416,triplex_load,node120C,CS,120.0
417,triplex_load,node120A,AS,120.0
418,triplex_load,node120B,BS,120.0
419,triplex_load,node120C,CS,120.0
420,triplex_load,node120A,AS,120.0
421,triplex_load,node120B,BS,120.0
422,triplex_load,node120C,CS,120.0
423,triplex_load,node120A,AS,120.0
424,triplex_load,node120B,BS,120.0
425,triplex_load,node120C,CS,120.0
426,triplex_load,node120A,AS,120.0
427,triplex_load,node120B,BS,120.0
428,triplex_load,node120C,CS,120.0
429,triplex_load,node120A,AS,120.0
430,triplex_load,node120B,BS,120.0
431,triplex_load,node120C,CS,120.0
432,triplex_load,node120A,AS,120.0
433,triplex_load,node120B,BS,120.0
434,triplex_load,node120C,CS,120.0
435,triplex_load,node120A,AS,120.0
436,triplex_load,node120B,BS,120.0
437,triplex_load,node120C,CS,120.0
438,triplex_load,node120A,AS,120.0
439,triplex_load,node120B,BS,120.0
440,triplex_load,node120C,CS,120.0
441,triplex_load,node120A,AS,120.0
442,triplex_load,node120B,BS,120.0
443,triplex_load,node120C,CS,120.0
444,triplex_load,node120A,AS,120.0
445,triplex_load,node120B,BS,120.0
446,triplex_load,node120C,CS,120.0
447,triplex_load,node120A,AS,120.0
448,triplex_load,node120B,BS,120.0
449,load,node480,ABC,480.0
450,triplex_load,node120A,AS,120.0
451,triplex_load,node120B,BS,120.0
452,triplex_load,node120C,CS,120.0
453,triplex_load,node120A,AS,120.0
454,triplex_load,node120B,BS,120.0
455,triplex_load,node120C,CS,120.0
456,triplex_load,node120A,AS,120.0
457,triplex_load,node120B,BS,120.0
458,triplex_load,node120C,CS,120.0
459,triplex_load,node120A,AS,120.0
460,triplex_load,node120B,BS,120.0
461,triplex_load,node120C,CS,120.0
462,triplex_load,node120A,AS,120.0
463,triplex_load,node120B,BS,120.0
464,triplex_load,node120C,CS,120.0
465,load,node480,ABC,480.0
466,triplex_load,node120B,BS,120.0
467,triplex_load,node120C,CS,120.0
468,load,node480,ABC,480.0
469,triplex_load,node120B,BS,120.0
470,triplex_load,node120C,CS,120.0
471,triplex_load,node120A,AS,120.0
472,triplex_load,node120B,BS,120.0
473,triplex_load,node120C,CS,120.0
474,triplex_load,node120A,AS,120.0
475,triplex_load,node120B,BS,120.0
476,triplex_load,node120C,CS,120.0
478,triplex_load,node120B,BS,120.0
479,triplex_load,node120C,CS,120.0
480,triplex_load,node120A,AS,120.0
481,triplex_load,node120B,BS,120.0
482,triplex_load,node120C,CS,120.0
483,triplex_load,node120A,AS,120.0
484,triplex_load,node120B,BS,120.0
485,triplex_load,node120C,CS,120.0
486,triplex_load,node120A,AS,120.0
487,triplex_load,node120B,BS,120.0
488,triplex_load,node120C,CS,120.0
489,triplex_load,node120A,AS,120.0
490,triplex_load,node120B,BS,120.0
491,load,node480,ABC,480.0
492,triplex_load,node120A,AS,120.0
493,triplex_load,node120B,BS,120.0
494,triplex_load,node120C,CS,120.0
495,triplex_load,node120A,AS,120.0
496,triplex_load,node120B,BS,120.0
497,triplex_load,node120C,CS,120.0
498,load,node480,ABC,480.0
499,triplex_load,node120B,BS,120.0
500,triplex_load,node120C,CS,120.0
501,triplex_load,node120A,AS,120.0
502,triplex_load,node120B,BS,120.0
503,triplex_load,node120C,CS,120.0
504,triplex_load,node120A,AS,120.0
505,triplex_load,node120B,BS,120.0
506,triplex_load,node120C,CS,120.0
507,triplex_load,node120A,AS,120.0
508,triplex_load,node120B,BS,120.0
509,triplex_load,node120C,CS,120.0
510,triplex_load,node120A,AS,120.0
511,triplex_load,node120B,BS,120.0
512,triplex_load,node120C,CS,120.0
513,triplex_load,node120A,AS,120.0
514,triplex_load,node120B,BS,120.0
515,triplex_load,node120C,CS,120.0
516,triplex_load,node120A,AS,120.0
517,triplex_load,node120B,BS,120.0
518,triplex_load,node120C,CS,120.0
519,triplex_load,node120A,AS,120.0
520,triplex_load,node120B,BS,120.0
521,triplex_load,node120C,CS,120.0
522,triplex_load,node120A,AS,120.0
523,triplex_load,node120B,BS,120.0
524,triplex_load,node120C,CS,120.0
525,triplex_load,node120A,AS,120.0
526,triplex_load,node120B,BS,120.0
527,triplex_load,node120C,CS,120.0
528,load,node480,ABC,480.0
529,triplex_load,node120B,BS,120.0
530,triplex_load,node120C,CS,120.0
531,triplex_load,node120A,AS,120.0
532,triplex_load,node120B,BS,120.0
533,triplex_load,node120C,CS,120.0
534,load,node480,ABC,480.0
535,triplex_load,node120B,BS,120.0
536,triplex_load,node120C,CS,120.0
537,triplex_load,node120A,AS,120.0
538,triplex_load,node120B,BS,120.0
539,triplex_load,node120C,CS,120.0
540,triplex_load,node120A,AS,120.0
541,triplex_load,node120B,BS,120.0
542,triplex_load,node120C,CS,120.0
543,triplex_load,node120A,AS,120.0
544,triplex_load,node120B,BS,120.0
545,triplex_load,node120C,CS,120.0
546,triplex_load,node120A,AS,120.0
547,triplex_load,node120B,BS,120.0
548,load,node480,ABC,480.0
549,triplex_load,node120A,AS,120.0
550,triplex_load,node120B,BS,120.0
551,triplex_load,node120C,CS,120.0
552,triplex_load,node120A,AS,120.0
553,triplex_load,node120B,BS,120.0
554,triplex_load,node120C,CS,120.0
555,triplex_load,node120A,AS,120.0
556,triplex_load,node120B,BS,120.0
557,triplex_load,node120C,CS,120.0
558,triplex_load,node120A,AS,120.0
559,triplex_load,node120B,BS,120.0
560,triplex_load,node120C,CS,120.0
561,triplex_load,node120A,AS,120.0
562,triplex_load,node120B,BS,120.0
563,triplex_load,node120C,CS,120.0
564,triplex_load,node120A,AS,120.0
565,triplex_load,node120B,BS,120.0
566,triplex_load,node120C,CS,120.0
567,triplex_load,node120A,AS,120.0
568,triplex_load,node120B,BS,120.0
569,triplex_load,node120C,CS,120.0
570,triplex_load,node120A,AS,120.0
571,triplex_load,node120B,BS,120.0
572,load,node480,ABC,480.0
573,triplex_load,node120A,AS,120.0
574,triplex_load,node120B,BS,120.0
575,triplex_load,node120C,CS,120.0
576,triplex_load,node120A,AS,120.0
577,triplex_load,node120B,BS,120.0
578,triplex_load,node120C,CS,120.0
579,triplex_load,node120A,AS,120.0
580,triplex_load,node120B,BS,120.0
581,triplex_load,node120C,CS,120.0
582,triplex_load,node120A,AS,120.0
583,triplex_load,node120B,BS,120.0
584,triplex_load,node120C,CS,120.0
585,triplex_load,node120A,AS,120.0
586,triplex_load,node120B,BS,120.0
587,triplex_load,node120C,CS,120.0
588,triplex_load,node120A,AS,120.0
589,triplex_load,node120B,BS,120.0
590,triplex_load,node120C,CS,120.0
591,triplex_load,node120A,AS,120.0
592,triplex_load,node120B,BS,120.0
593,triplex_load,node120C,CS,120.0
594,triplex_load,node120A,AS,120.0
595,triplex_load,node120B,BS,120.0
596,load,node480,ABC,480.0
597,triplex_load,node120A,AS,120.0
598,triplex_load,node120B,BS,120.0
599,triplex_load,node120C,CS,120.0
600,triplex_load,node120A,AS,120.0
601,triplex_load,node120B,BS,120.0
602,triplex_load,node120C,CS,120.0
603,triplex_load,node120A,AS,120.0
604,load,node480,ABC,480.0
605,triplex_load,node120C,CS,120.0
606,triplex_load,node120A,AS,120.0
607,triplex_load,node120B,BS,120.0
608,triplex_load,node120C,CS,120.0
609,triplex_load,node120A,AS,120.0
610,triplex_load,node120B,BS,120.0
611,triplex_load,node120C,CS,120.0
612,triplex_load,node120A,AS,120.0
613,triplex_load,node120B,BS,120.0
614,triplex_load,node120C,CS,120.0
615,triplex_load,node120A,AS,120.0
616,triplex_load,node120B,BS,120.0
617,triplex_load,node120C,CS,120.0
618,triplex_load,node120A,AS,120.0
619,triplex_load,node120B,BS,120.0
620,triplex_load,node120C,CS,120.0
621,triplex_load,node120A,AS,120.0
622,triplex_load,node120B,BS,120.0
623,triplex_load,node120C,CS,120.0
624,triplex_load,node120A,AS,120.0
625,triplex_load,node120B,BS,120.0
626,triplex_load,node120C,CS,120.0
627,triplex_load,node120A,AS,120.0
628,triplex_load,node120B,BS,120.0
629,triplex_load,node120C,CS,120.0
630,triplex_load,node120A,AS,120.0
631,triplex_load,node120B,BS,120.0
632,load,node480,ABC,480.0
633,triplex_load,node120A,AS,120.0
634,triplex_load,node120B,BS,120.0
635,triplex_load,node120C,CS,120.0
636,triplex_load,node120A,AS,120.0
637,triplex_load,node120B,BS,120.0
638,triplex_load,node120C,CS,120.0
639,triplex_load,node120A,AS,120.0
640,triplex_load,node120B,BS,120.0
641,triplex_load,node120C,CS,120.0
642,triplex_load,node120A,AS,120.0
643,triplex_load,node120B,BS,120.0
644,triplex_load,node120C,CS,120.0
645,triplex_load,node120A,AS,120.0
646,triplex_load,node120B,BS,120.0
647,triplex_load,node120C,CS,120.0
648,triplex_load,node120A,AS,120.0
649,triplex_load,node120B,BS,120.0
650,triplex_load,node120C,CS,120.0
651,triplex_load,node120A,AS,120.0
652,triplex_load,node120B,BS,120.0
653,triplex_load,node120C,CS,120.0
654,triplex_load,node120A,AS,120.0
655,triplex_load,node120B,BS,120.0
656,triplex_load,node120C,CS,120.0
657,triplex_load,node120A,AS,120.0
658,triplex_load,node120B,BS,120.0
659,triplex_load,node120C,CS,120.0
660,triplex_load,node120A,AS,120.0
661,triplex_load,node120B,BS,120.0
662,triplex_load,node120C,CS,120.0
663,triplex_load,node120A,AS,120.0
664,triplex_load,node120B,BS,120.0
665,triplex_load,node120C,CS,120.0
666,triplex_load,node120A,AS,120.0
667,triplex_load,node120B,BS,120.0
668,triplex_load,node120C,CS,120.0
669,triplex_load,node120A,AS,120.0
670,triplex_load,node120B,BS,120.0
671,triplex_load,node120C,CS,120.0
672,triplex_load,node120A,AS,120.0
673,triplex_load,node120B,BS,120.0
674,triplex_load,node120C,CS,120.0
675,triplex_load,node120A,AS,120.0
676,triplex_load,node120B,BS,120.0
677,triplex_load,node120C,CS,120.0
678,triplex_load,node120A,AS,120.0
679,load,node480,ABC,480.0
680,triplex_load,node120C,CS,120.0
681,triplex_load,node120A,AS,120.0
682,triplex_load,node120B,BS,120.0
684,triplex_load,node120A,AS,120.0
685,triplex_load,node120B,BS,120.0
686,triplex_load,node120C,CS,120.0
687,triplex_load,node120A,AS,120.0
688,triplex_load,node120B,BS,120.0
689,triplex_load,node120C,CS,120.0
690,triplex_load,node120A,AS,120.0
691,triplex_load,node120B,BS,120.0
692,triplex_load,node120C,CS,120.0
693,triplex_load,node120A,AS,120.0
694,triplex_load,node120B,BS,120.0
695,triplex_load,node120C,CS,120.0
696,triplex_load,node120A,AS,120.0
697,triplex_load,node120B,BS,120.0
698,triplex_load,node120C,CS,120.0
699,triplex_load,node120A,AS,120.0
700,triplex_load,node120B,BS,120.0
701,triplex_load,node120C,CS,120.0
702,triplex_load,node120A,AS,120.0
703,triplex_load,node120B,BS,120.0
704,triplex_load,node120C,CS,120.0
705,triplex_load,node120A,AS,120.0
706,triplex_load,node120B,BS,120.0
707,triplex_load,node120C,CS,120.0
708,triplex_load,node120A,AS,120.0
709,triplex_load,node120B,BS,120.0
710,triplex_load,node120C,CS,120.0
711,triplex_load,node120A,AS,120.0
712,triplex_load,node120B,BS,120.0
713,triplex_load,node120C,CS,120.0
714,triplex_load,node120A,AS,120.0
715,triplex_load,node120B,BS,120.0
716,triplex_load,node120C,CS,120.0
717,triplex_load,node120A,AS,120.0
718,triplex_load,node120B,BS,120.0
719,triplex_load,node120C,CS,120.0
720,triplex_load,node120A,AS,120.0
721,triplex_load,node120B,BS,120.0
722,triplex_load,node120C,CS,120.0
723,triplex_load,node120A,AS,120.0
724,triplex_load,node120B,BS,120.0
725,triplex_load,node120C,CS,120.0
726,triplex_load,node120A,AS,120.0
727,triplex_load,node120B,BS,120.0
728,triplex_load,node120C,CS,120.0
729,triplex_load,node120A,AS,120.0
730,triplex_load,node120B,BS,120.0
731,triplex_load,node120C,CS,120.0
732,triplex_load,node120A,AS,120.0
733,triplex_load,node120B,BS,120.0
734,triplex_load,node120C,CS,120.0
735,triplex_load,node120A,AS,120.0
736,triplex_load,node120B,BS,120.0
737,triplex_load,node120C,CS,120.0
738,triplex_load,node120A,AS,120.0
739,triplex_load,node120B,BS,120.0
740,triplex_load,node120C,CS,120.0
741,triplex_load,node120A,AS,120.0
742,triplex_load,node120B,BS,120.0
743,triplex_load,node120C,CS,120.0
744,triplex_load,node120A,AS,120.0
745,triplex_load,node120B,BS,120.0
746,triplex_load,node120C,CS,120.0
747,triplex_load,node120A,AS,120.0
748,triplex_load,node120B,BS,120.0
